Year,Day,Hour,Min,Bz,Vsw,Nsw,Psw,AE,SYM-H
2015,173,1,23,6.33,347.8,10.26,2.48,55,5
2015,173,1,24,6.24,347.8,10.26,2.48,54,5
2015,173,1,25,6.08,347.8,10.26,2.48,55,5
2015,173,1,26,6.5,345.3,11.23,2.68,55,5
2015,173,1,27,5.94,346.6,10.93,2.63,55,5
2015,173,1,28,5.06,347.7,10.77,2.6,54,5
2015,173,1,29,5.67,351.0,11.08,2.73,56,5
2015,173,1,30,6.18,347.3,10.97,2.65,55,5
2015,173,1,31,4.96,346.4,10.94,2.63,55,5
2015,173,1,32,4.45,344.3,11.17,2.65,55,4
2015,173,1,33,4.28,344.8,11.21,2.67,53,4
2015,173,1,34,3.55,348.5,11.5,2.79,52,5
2015,173,1,35,5.53,346.7,11.31,2.72,54,5
2015,173,1,36,5.08,344.9,11.11,2.64,54,5
2015,173,1,37,4.09,344.1,11.15,2.64,51,5
2015,173,1,38,4.44,343.9,11.17,2.64,52,5
2015,173,1,39,4.06,343.4,11.53,2.72,53,5
2015,173,1,40,4.14,342.8,11.78,2.77,53,5
2015,173,1,41,4.07,342.3,12.03,2.82,53,5
2015,173,1,42,3.76,342.3,12.03,2.82,52,5
2015,173,1,43,3.27,337.3,11.81,2.69,53,5
2015,173,1,44,3.62,337.3,11.81,2.69,53,5
2015,173,1,45,3.27,338.1,11.84,2.71,53,5
2015,173,1,46,3.2,338.1,11.84,2.71,54,5
2015,173,1,47,3.45,337.5,11.81,2.69,53,6
2015,173,1,48,3.15,336.5,11.83,2.68,53,5
2015,173,1,49,2.51,337.3,12.16,2.77,52,5
2015,173,1,50,2.95,340.0,11.57,2.67,51,5
2015,173,1,51,4.36,341.8,11.16,2.61,51,5
2015,173,1,52,4.0,342.3,10.75,2.52,51,5
2015,173,1,53,4.6,345.2,10.75,2.56,51,5
2015,173,1,54,4.26,344.7,10.63,2.53,51,5
2015,173,1,55,3.7,343.7,10.39,2.45,51,5
2015,173,1,56,4.11,345.2,10.15,2.42,51,5
2015,173,1,57,4.48,342.8,10.18,2.39,50,5
2015,173,1,58,5.14,338.5,10.24,2.35,51,5
2015,173,1,59,4.49,342.7,10.48,2.46,54,5
2015,173,2,0,5.13,342.8,10.49,2.47,53,5
2015,173,2,1,6.49,343.1,11.23,2.64,52,5
2015,173,2,2,4.66,343.1,11.23,2.64,55,5
2015,173,2,3,4.6,339.9,10.3,2.38,56,4
2015,173,2,4,4.09,339.5,10.35,2.39,60,5
2015,173,2,5,4.26,337.2,10.75,2.44,60,5
2015,173,2,6,4.48,337.2,10.75,2.44,57,5
2015,173,2,7,4.42,338.8,10.85,2.49,57,5
2015,173,2,8,4.65,339.4,10.75,2.48,57,5
2015,173,2,9,4.1,340.5,10.6,2.46,56,5
2015,173,2,10,4.59,341.1,10.51,2.45,54,5
2015,173,2,11,4.7,350.1,11.0,2.7,55,5
2015,173,2,12,4.89,350.4,11.02,2.71,56,5
2015,173,2,13,5.06,341.0,10.88,2.53,54,5
2015,173,2,14,5.26,341.1,10.97,2.55,53,5
2015,173,2,15,4.23,349.5,9.14,2.23,51,6
2015,173,2,16,4.73,348.3,9.36,2.27,51,6
2015,173,2,17,4.7,345.7,9.85,2.35,52,6
2015,173,2,18,4.91,,,,53,6
2015,173,2,19,5.29,346.9,10.66,2.57,54,6
2015,173,2,20,5.55,346.9,10.66,2.57,54,6
2015,173,2,21,4.66,343.9,10.11,2.39,54,6
2015,173,2,22,4.12,343.2,10.16,2.39,52,6
2015,173,2,23,4.72,341.8,10.45,2.44,53,6
2015,173,2,24,6.26,351.2,9.79,2.42,53,6
2015,173,2,25,5.97,351.8,9.66,2.39,52,6
2015,173,2,26,5.66,352.1,9.61,2.38,50,6
2015,173,2,27,4.16,346.2,10.36,2.48,49,6
2015,173,2,28,3.88,344.2,10.12,2.4,49,6
2015,173,2,29,3.7,340.3,9.64,2.23,49,6
2015,173,2,30,3.87,,,,48,6
2015,173,2,31,4.61,348.9,9.3,2.26,48,6
2015,173,2,32,4.5,348.9,9.31,2.27,48,6
2015,173,2,33,4.91,346.8,9.83,2.36,50,6
2015,173,2,34,6.26,346.9,9.86,2.37,52,6
2015,173,2,35,5.92,,,,53,6
2015,173,2,36,5.72,,,,53,6
2015,173,2,37,3.79,344.2,10.26,2.43,51,6
2015,173,2,38,1.86,344.8,10.19,2.42,52,6
2015,173,2,39,1.74,341.3,11.17,2.6,54,6
2015,173,2,40,2.2,341.7,10.98,2.56,55,7
2015,173,2,41,1.52,342.2,10.67,2.5,56,6
2015,173,2,42,0.62,,,,55,6
2015,173,2,43,1.4,338.1,11.08,2.53,56,6
2015,173,2,44,1.57,338.1,11.08,2.53,54,6
2015,173,2,45,1.12,341.3,11.34,2.64,52,6
2015,173,2,46,2.82,342.2,11.18,2.62,52,7
2015,173,2,47,4.0,351.7,11.46,2.84,54,6
2015,173,2,48,4.28,353.6,11.57,2.89,55,6
2015,173,2,49,4.2,346.8,9.76,2.35,55,6
2015,173,2,50,5.2,346.9,9.77,2.35,56,6
2015,173,2,51,5.2,356.3,10.91,2.77,59,6
2015,173,2,52,5.0,356.3,10.91,2.77,61,6
2015,173,2,53,5.13,349.9,10.66,2.61,62,6
2015,173,2,54,5.68,348.6,10.55,2.56,61,6
2015,173,2,55,5.26,344.0,10.03,2.37,63,7
2015,173,2,56,4.51,348.6,10.1,2.45,66,6
2015,173,2,57,2.56,348.5,9.89,2.4,73,7
2015,173,2,58,2.93,343.4,10.6,2.5,77,7
2015,173,2,59,2.55,343.4,10.6,2.5,74,7
2015,173,3,0,2.13,342.8,10.87,2.55,70,7
2015,173,3,1,1.9,344.3,10.97,2.6,68,7
2015,173,3,2,1.11,345.3,11.04,2.63,70,7
2015,173,3,3,1.05,341.6,10.34,2.41,74,7
2015,173,3,4,0.27,342.6,10.42,2.45,75,7
2015,173,3,5,-0.57,347.7,10.86,2.63,71,7
2015,173,3,6,-0.68,344.4,10.68,2.53,69,7
2015,173,3,7,-1.09,344.0,10.66,2.52,72,7
2015,173,3,8,-1.54,344.0,10.66,2.52,71,7
2015,173,3,9,-1.88,346.6,11.38,2.73,68,7
2015,173,3,10,2.33,346.6,11.38,2.73,66,7
2015,173,3,11,6.81,349.8,9.77,2.39,65,7
2015,173,3,12,5.88,349.8,9.77,2.39,64,7
2015,173,3,13,6.18,348.5,10.28,2.5,63,7
2015,173,3,14,6.61,347.8,10.56,2.55,60,7
2015,173,3,15,6.24,349.2,10.54,2.57,58,7
2015,173,3,16,6.23,350.2,10.56,2.59,60,7
2015,173,3,17,6.1,349.1,11.21,2.73,64,7
2015,173,3,18,5.37,344.9,9.98,2.37,69,7
2015,173,3,19,6.93,344.3,9.78,2.32,75,7
2015,173,3,20,5.24,349.8,10.29,2.52,80,7
2015,173,3,21,4.88,352.7,10.87,2.7,83,7
2015,173,3,22,4.46,347.1,10.55,2.54,85,8
2015,173,3,23,3.63,344.8,10.47,2.49,86,8
2015,173,3,24,3.67,344.5,10.39,2.47,85,8
2015,173,3,25,3.83,342.8,10.4,2.44,85,8
2015,173,3,26,3.35,342.8,10.4,2.44,82,8
2015,173,3,27,3.19,344.3,10.29,2.44,86,8
2015,173,3,28,2.5,343.8,10.35,2.45,86,8
2015,173,3,29,2.05,342.8,10.45,2.46,77,8
2015,173,3,30,2.3,,,,67,8
2015,173,3,31,2.22,339.5,10.46,2.41,65,8
2015,173,3,32,1.91,339.5,10.46,2.41,63,8
2015,173,3,33,1.83,339.5,10.46,2.41,61,7
2015,173,3,34,1.78,340.9,10.48,2.44,59,7
2015,173,3,35,2.04,340.9,10.48,2.44,58,7
2015,173,3,36,1.72,340.8,10.93,2.54,55,6
2015,173,3,37,2.17,341.2,10.87,2.53,53,6
2015,173,3,38,2.14,341.8,10.77,2.52,53,6
2015,173,3,39,0.98,341.7,10.82,2.53,55,6
2015,173,3,40,0.13,343.4,10.69,2.52,55,5
2015,173,3,41,0.26,346.1,11.01,2.64,55,5
2015,173,3,42,0.16,349.2,11.37,2.77,55,5
2015,173,3,43,-0.02,350.3,11.39,2.8,57,5
2015,173,3,44,-0.22,349.0,10.97,2.67,58,5
2015,173,3,45,0.17,349.1,10.86,2.65,61,5
2015,173,3,46,0.48,349.2,10.44,2.55,60,5
2015,173,3,47,0.11,348.4,10.67,2.59,58,5
2015,173,3,48,0.54,348.3,10.33,2.51,56,5
2015,173,3,49,0.22,349.4,10.39,2.54,56,5
2015,173,3,50,-0.22,350.8,10.47,2.58,59,5
2015,173,3,51,-0.19,348.7,10.36,2.52,64,5
2015,173,3,52,-0.39,348.7,10.37,2.52,68,5
2015,173,3,53,-0.35,348.3,10.8,2.62,72,5
2015,173,3,54,-0.1,348.4,10.93,2.65,72,5
2015,173,3,55,-0.25,348.5,11.0,2.67,72,5
2015,173,3,56,-0.97,,,,74,5
2015,173,3,57,-0.71,,,,78,5
2015,173,3,58,-1.31,344.4,10.91,2.59,83,5
2015,173,3,59,0.93,343.1,10.81,2.55,87,5
2015,173,4,0,0.37,342.2,10.4,2.44,89,5
2015,173,4,1,1.99,343.1,10.28,2.42,90,5
2015,173,4,2,1.84,342.5,10.4,2.44,90,5
2015,173,4,3,1.35,342.5,10.4,2.44,92,5
2015,173,4,4,0.83,343.0,10.43,2.45,96,5
2015,173,4,5,0.95,344.1,10.34,2.45,101,5
2015,173,4,6,0.64,345.3,10.25,2.44,103,5
2015,173,4,7,0.36,,,,100,5
2015,173,4,8,0.37,342.2,10.23,2.4,100,5
2015,173,4,9,1.65,343.1,9.92,2.34,99,5
2015,173,4,10,1.56,343.5,9.77,2.31,98,5
2015,173,4,11,3.09,346.8,10.86,2.61,97,5
2015,173,4,12,4.21,346.8,10.86,2.61,97,5
2015,173,4,13,2.72,346.8,10.86,2.61,94,5
2015,173,4,14,1.89,344.6,9.36,2.22,88,5
2015,173,4,15,1.83,344.6,9.36,2.22,84,5
2015,173,4,16,1.36,,,,83,5
2015,173,4,17,1.28,,,,83,6
2015,173,4,18,2.25,340.9,9.83,2.28,81,6
2015,173,4,19,3.13,341.0,9.79,2.28,81,6
2015,173,4,20,5.74,351.2,10.63,2.62,82,6
2015,173,4,21,5.1,356.6,11.35,2.89,84,6
2015,173,4,22,4.33,349.4,10.13,2.47,85,6
2015,173,4,23,4.15,348.7,10.04,2.44,86,6
2015,173,4,24,3.29,,,,87,7
2015,173,4,25,3.62,347.4,9.88,2.38,86,7
2015,173,4,26,3.8,347.4,9.88,2.38,85,7
2015,173,4,27,3.14,339.9,9.22,2.13,82,7
2015,173,4,28,2.56,342.0,9.63,2.25,81,7
2015,173,4,29,2.87,342.2,9.89,2.32,83,7
2015,173,4,30,3.04,341.8,9.74,2.28,83,7
2015,173,4,31,3.33,342.3,9.41,2.21,82,8
2015,173,4,32,1.98,343.5,9.01,2.13,79,8
2015,173,4,33,1.55,342.3,9.33,2.19,77,8
2015,173,4,34,2.58,341.8,10.88,2.54,75,8
2015,173,4,35,2.92,341.5,11.64,2.71,73,8
2015,173,4,36,3.73,342.8,10.46,2.46,69,7
2015,173,4,37,2.67,342.6,9.76,2.29,64,7
2015,173,4,38,2.58,342.5,9.09,2.13,64,7
2015,173,4,39,2.56,343.0,9.5,2.24,68,6
2015,173,4,40,3.04,343.0,9.5,2.24,70,6
2015,173,4,41,2.86,340.7,9.31,2.16,68,6
2015,173,4,42,3.9,340.7,9.31,2.16,65,6
2015,173,4,43,3.08,341.8,9.5,2.22,69,5
2015,173,4,44,3.25,341.8,9.48,2.22,73,5
2015,173,4,45,3.2,342.8,8.99,2.11,73,5
2015,173,4,46,2.59,341.4,9.64,2.25,70,5
2015,173,4,47,2.72,,,,70,6
2015,173,4,48,3.88,,,,76,5
2015,173,4,49,2.76,339.2,9.32,2.14,80,5
2015,173,4,50,4.65,340.5,9.47,2.2,80,5
2015,173,4,51,5.04,343.2,9.81,2.31,75,5
2015,173,4,52,5.44,,,,70,6
2015,173,4,53,6.03,356.7,10.35,2.63,65,6
2015,173,4,54,0.85,352.4,9.92,2.46,62,5
2015,173,4,55,0.57,349.5,9.09,2.22,64,6
2015,173,4,56,-0.18,348.2,8.61,2.09,72,6
2015,173,4,57,-0.87,348.2,8.61,2.09,79,6
2015,173,4,58,-0.44,344.8,9.57,2.28,87,6
2015,173,4,59,-0.21,344.8,9.57,2.28,87,6
2015,173,5,0,-0.05,345.4,8.88,2.12,80,6
2015,173,5,1,0.12,345.4,8.84,2.11,75,6
2015,173,5,2,0.52,341.9,9.59,2.24,71,6
2015,173,5,3,0.61,341.9,9.59,2.24,68,6
2015,173,5,4,0.02,,,,64,6
2015,173,5,5,-0.88,342.3,8.91,2.09,55,5
2015,173,5,6,-1.01,342.3,8.91,2.09,57,5
2015,173,5,7,-0.24,342.3,8.91,2.09,56,5
2015,173,5,8,-0.24,340.5,9.61,2.23,55,5
2015,173,5,9,-1.06,345.0,9.19,2.19,52,5
2015,173,5,10,-3.47,350.0,8.78,2.15,53,5
2015,173,5,11,-3.48,,,,56,5
2015,173,5,12,-3.18,,,,64,5
2015,173,5,13,-7.61,,,,68,5
2015,173,5,14,-6.4,367.9,10.61,2.87,74,5
2015,173,5,15,-3.81,366.5,10.45,2.81,80,5
2015,173,5,16,-3.47,351.8,10.02,2.48,84,6
2015,173,5,17,-2.61,360.2,9.59,2.49,88,6
2015,173,5,18,-3.41,363.0,9.55,2.52,94,6
2015,173,5,19,-4.91,366.3,11.51,3.09,97,6
2015,173,5,20,-3.55,366.3,11.51,3.09,107,6
2015,173,5,21,-6.66,366.2,12.6,3.38,111,5
2015,173,5,22,-6.18,366.1,13.04,3.5,109,6
2015,173,5,23,-5.57,,,,112,6
2015,173,5,24,-5.46,,,,120,7
2015,173,5,25,,,,,130,8
2015,173,5,26,-4.95,,,,152,8
2015,173,5,27,-5.51,,,,171,8
2015,173,5,28,-5.5,,,,188,8
2015,173,5,29,-4.53,359.4,11.98,3.09,202,9
2015,173,5,30,-4.52,356.8,11.53,2.94,215,9
2015,173,5,31,-4.37,355.5,11.29,2.85,227,9
2015,173,5,32,-3.18,353.1,10.91,2.72,244,9
2015,173,5,33,-2.02,352.7,10.88,2.71,251,9
2015,173,5,34,-1.07,354.6,10.4,2.62,254,9
2015,173,5,35,-2.19,353.5,10.48,2.62,262,9
2015,173,5,36,-1.95,353.4,10.59,2.65,268,9
2015,173,5,37,-2.33,345.2,10.74,2.56,277,10
2015,173,5,38,-4.03,359.3,11.27,2.91,283,10
2015,173,5,39,,368.5,11.62,3.16,290,10
2015,173,5,40,-3.99,,,,303,10
2015,173,5,41,-3.71,,,,327,10
2015,173,5,42,-3.71,,,,340,10
2015,173,5,43,-3.12,,,,339,11
2015,173,5,44,-3.57,,,,329,11
2015,173,5,45,-4.4,427.0,18.62,6.79,285,12
2015,173,5,46,-6.82,424.7,18.41,6.64,286,20
2015,173,5,47,-8.69,389.5,16.49,5.0,299,30
2015,173,5,48,-9.77,418.1,22.4,7.83,366,37
2015,173,5,49,-8.17,427.1,23.81,8.69,436,38
2015,173,5,50,-0.97,381.0,14.54,4.22,460,38
2015,173,5,51,0.53,394.9,18.6,5.8,456,37
2015,173,5,52,8.88,403.7,21.44,6.99,453,35
2015,173,5,53,8.99,410.8,28.85,9.74,457,34
2015,173,5,54,6.38,410.8,28.85,9.74,462,32
2015,173,5,55,3.96,403.3,28.54,9.28,482,31
2015,173,5,56,4.57,404.5,26.89,8.8,505,30
2015,173,5,57,1.62,405.4,25.73,8.46,528,30
2015,173,5,58,0.23,408.7,22.38,7.48,532,29
2015,173,5,59,-1.85,408.7,22.38,7.48,506,29
2015,173,6,0,0.6,404.9,25.49,8.36,490,28
2015,173,6,1,-0.39,405.1,25.49,8.37,456,28
2015,173,6,2,-2.29,405.8,25.48,8.39,428,27
2015,173,6,3,-5.78,414.5,26.0,8.93,413,26
2015,173,6,4,-3.57,414.0,26.0,8.91,388,25
2015,173,6,5,0.31,405.4,26.08,8.57,351,24
2015,173,6,6,-2.34,406.9,26.55,8.79,331,24
2015,173,6,7,-0.5,407.5,26.72,8.87,330,23
2015,173,6,8,-2.96,407.5,26.72,8.87,330,22
2015,173,6,9,-7.24,,,,317,22
2015,173,6,10,-9.7,413.1,24.25,8.28,310,21
2015,173,6,11,-10.83,413.1,24.25,8.28,307,20
2015,173,6,12,-11.74,423.2,25.72,9.21,299,20
2015,173,6,13,-8.74,420.9,25.71,9.11,279,19
2015,173,6,14,-5.99,414.9,25.2,8.68,275,18
2015,173,6,15,-7.07,412.2,25.01,8.5,266,18
2015,173,6,16,-8.02,412.2,25.02,8.5,278,19
2015,173,6,17,-7.28,414.5,25.56,8.78,299,18
2015,173,6,18,-8.44,414.7,26.15,8.99,299,18
2015,173,6,19,-8.08,415.3,28.34,9.78,299,18
2015,173,6,20,-7.57,415.3,28.34,9.78,298,18
2015,173,6,21,-6.5,411.6,26.85,9.1,295,18
2015,173,6,22,-6.16,411.6,26.85,9.1,277,18
2015,173,6,23,-6.78,411.8,26.11,8.86,260,17
2015,173,6,24,-6.35,411.8,26.13,8.86,249,17
2015,173,6,25,-5.38,412.6,26.68,9.08,256,17
2015,173,6,26,-5.5,412.8,26.8,9.13,263,17
2015,173,6,27,-6.16,414.1,28.37,9.73,272,17
2015,173,6,28,-5.87,414.2,27.98,9.6,287,18
2015,173,6,29,-6.23,414.4,27.44,9.42,293,18
2015,173,6,30,-9.39,418.4,27.66,9.68,287,19
2015,173,6,31,-6.58,418.7,27.68,9.71,316,19
2015,173,6,32,-9.13,416.1,28.52,9.88,328,20
2015,173,6,33,-8.55,417.6,27.67,9.65,334,20
2015,173,6,34,-5.0,415.9,27.03,9.35,359,21
2015,173,6,35,-3.94,415.7,26.99,9.33,357,21
2015,173,6,36,-4.02,415.1,29.4,10.13,365,21
2015,173,6,37,-1.84,415.1,29.4,10.13,359,20
2015,173,6,38,-1.29,411.1,27.47,9.29,345,19
2015,173,6,39,-6.62,411.1,27.47,9.29,363,18
2015,173,6,40,-8.18,416.8,32.4,11.26,374,17
2015,173,6,41,-4.55,416.8,32.4,11.26,387,17
2015,173,6,42,-5.61,416.3,28.06,9.73,378,16
2015,173,6,43,-6.19,416.2,26.99,9.35,373,16
2015,173,6,44,-6.3,,,,380,15
2015,173,6,45,-5.04,414.1,27.42,9.4,380,15
2015,173,6,46,-1.63,414.0,27.82,9.54,389,15
2015,173,6,47,-6.26,413.6,27.91,9.55,389,15
2015,173,6,48,-5.52,419.2,27.5,9.67,385,15
2015,173,6,49,-2.92,419.0,27.5,9.66,393,15
2015,173,6,50,0.83,416.3,27.35,9.48,375,14
2015,173,6,51,-0.07,413.2,27.66,9.45,392,14
2015,173,6,52,0.23,414.8,29.36,10.1,421,14
2015,173,6,53,2.02,410.9,24.17,8.16,445,14
2015,173,6,54,5.61,410.9,24.16,8.16,714,13
2015,173,6,55,5.45,410.5,23.62,7.96,898,15
2015,173,6,56,3.61,410.5,23.16,7.81,776,13
2015,173,6,57,2.89,411.3,23.13,7.83,840,14
2015,173,6,58,-4.13,414.7,23.89,8.22,995,13
2015,173,6,59,-6.03,414.7,23.89,8.22,916,13
2015,173,7,0,-4.79,414.7,23.89,8.22,967,13
2015,173,7,1,-3.87,407.3,22.18,7.36,879,12
2015,173,7,2,-9.34,407.3,22.18,7.36,839,13
2015,173,7,3,-10.95,424.4,22.57,8.13,774,12
2015,173,7,4,-7.61,428.7,22.67,8.33,808,13
2015,173,7,5,-7.76,434.2,22.96,8.66,861,13
2015,173,7,6,-8.21,432.6,22.97,8.6,944,13
2015,173,7,7,-9.77,428.0,24.11,8.83,907,13
2015,173,7,8,-10.83,428.0,24.11,8.83,837,14
2015,173,7,9,-10.39,428.0,24.11,8.83,813,14
2015,173,7,10,-11.56,428.0,22.63,8.29,824,13
2015,173,7,11,-11.5,428.0,22.63,8.29,872,13
2015,173,7,12,-11.4,428.0,22.72,8.32,867,13
2015,173,7,13,-12.34,428.1,24.96,9.15,922,13
2015,173,7,14,-11.76,427.9,24.47,8.96,864,13
2015,173,7,15,-11.51,427.2,23.06,8.42,934,13
2015,173,7,16,-14.1,429.4,23.68,8.73,923,14
2015,173,7,17,-14.42,429.5,23.72,8.75,1004,15
2015,173,7,18,-12.77,432.4,26.7,9.98,1110,16
2015,173,7,19,-2.44,432.4,26.7,9.98,1169,16
2015,173,7,20,9.0,433.1,21.31,7.99,1172,15
2015,173,7,21,10.13,431.7,22.02,8.21,1218,15
2015,173,7,22,11.21,423.7,24.13,8.66,1262,14
2015,173,7,23,10.27,428.5,24.15,8.87,1292,13
2015,173,7,24,9.25,428.5,24.15,8.87,1298,12
2015,173,7,25,9.55,424.1,24.25,8.72,1280,11
2015,173,7,26,10.42,421.7,24.3,8.64,1240,12
2015,173,7,27,10.24,421.7,24.3,8.64,1207,12
2015,173,7,28,10.29,421.7,24.29,8.64,1171,13
2015,173,7,29,10.14,421.7,24.29,8.64,1133,14
2015,173,7,30,9.33,422.7,25.17,8.99,1092,13
2015,173,7,31,8.08,420.3,25.29,8.94,1056,12
2015,173,7,32,7.16,415.5,25.51,8.81,1003,10
2015,173,7,33,5.55,413.7,25.49,8.73,937,8
2015,173,7,34,3.92,413.7,25.49,8.73,881,6
2015,173,7,35,2.65,415.1,24.8,8.55,832,4
2015,173,7,36,0.2,415.7,24.79,8.57,783,3
2015,173,7,37,2.49,427.0,24.55,8.95,746,2
2015,173,7,38,10.28,425.0,23.15,8.36,728,2
2015,173,7,39,8.85,424.5,23.04,8.3,732,2
2015,173,7,40,8.93,424.3,23.05,8.3,747,1
2015,173,7,41,7.23,426.9,26.24,9.56,729,2
2015,173,7,42,7.49,427.2,26.08,9.52,734,2
2015,173,7,43,9.2,428.7,25.13,9.24,737,2
2015,173,7,44,8.75,427.5,24.99,9.13,699,2
2015,173,7,45,7.57,419.3,24.02,8.45,687,1
2015,173,7,46,6.03,419.7,25.18,8.87,659,2
2015,173,7,47,6.67,421.9,26.03,9.27,628,2
2015,173,7,48,5.22,421.1,25.33,8.98,594,2
2015,173,7,49,5.23,420.1,24.74,8.73,588,2
2015,173,7,50,5.06,420.7,24.3,8.6,570,2
2015,173,7,51,4.02,420.7,24.3,8.6,548,2
2015,173,7,52,3.79,419.2,25.93,9.11,527,1
2015,173,7,53,3.18,419.1,26.1,9.17,491,1
2015,173,7,54,3.08,416.7,26.42,9.18,462,1
2015,173,7,55,2.81,416.2,26.49,9.18,455,0
2015,173,7,56,2.46,414.0,24.85,8.52,452,0
2015,173,7,57,2.72,417.2,24.61,8.57,439,-1
2015,173,7,58,3.06,419.5,24.45,8.61,422,-2
2015,173,7,59,1.62,414.1,25.55,8.76,403,-2
2015,173,8,0,-0.25,414.1,25.55,8.76,398,-2
2015,173,8,1,-0.69,422.2,25.51,9.09,392,-2
2015,173,8,2,-0.34,422.2,25.51,9.09,383,-2
2015,173,8,3,-1.26,,,,374,-2
2015,173,8,4,-1.45,425.9,23.26,8.44,385,-2
2015,173,8,5,-1.5,425.9,23.26,8.44,378,-2
2015,173,8,6,-1.19,427.7,22.57,8.26,361,-1
2015,173,8,7,-1.63,427.7,22.57,8.26,366,-1
