Year,Day,Hour,Min,Bz,Vsw,Nsw,Psw,AE,SYM-H
2015,173,8,8,-2.08,427.7,22.57,8.26,381,-1
2015,173,8,9,-2.25,,,,370,-1
2015,173,8,10,-2.48,,,,342,-1
2015,173,8,11,-2.17,421.7,23.99,8.53,333,0
2015,173,8,12,-3.66,422.8,23.1,8.26,316,1
2015,173,8,13,-5.44,421.5,23.01,8.18,310,2
2015,173,8,14,-7.25,417.8,24.37,8.51,330,3
2015,173,8,15,-7.41,417.5,24.47,8.53,342,4
2015,173,8,16,-9.29,421.7,24.95,8.87,359,5
2015,173,8,17,-9.53,421.0,24.27,8.6,365,6
2015,173,8,18,-10.0,420.3,23.51,8.31,371,6
2015,173,8,19,-10.43,421.4,23.27,8.26,372,7
2015,173,8,20,-8.63,422.9,21.24,7.6,365,7
2015,173,8,21,-8.64,423.1,20.9,7.48,351,6
2015,173,8,22,-8.7,419.7,23.02,8.11,363,5
2015,173,8,23,-10.44,419.7,23.02,8.11,352,6
2015,173,8,24,-7.72,419.7,23.02,8.11,360,6
2015,173,8,25,-8.95,420.7,23.32,8.25,354,5
2015,173,8,26,-9.26,420.7,23.32,8.25,379,5
2015,173,8,27,-9.86,414.3,21.51,7.38,381,6
2015,173,8,28,-12.38,416.4,22.47,7.79,416,7
2015,173,8,29,-13.19,419.6,24.04,8.47,437,8
2015,173,8,30,-13.23,419.2,26.16,9.19,473,8
2015,173,8,31,-12.46,419.1,26.06,9.15,479,8
2015,173,8,32,-12.81,415.5,22.65,7.82,504,9
2015,173,8,33,-12.62,415.5,22.65,7.82,528,9
2015,173,8,34,-11.86,411.6,21.05,7.13,532,8
2015,173,8,35,-9.78,412.9,20.96,7.15,531,8
2015,173,8,36,-11.79,416.3,20.93,7.25,553,7
2015,173,8,37,-11.42,423.7,21.05,7.56,566,6
2015,173,8,38,-6.65,423.6,21.73,7.8,601,5
2015,173,8,39,1.6,419.8,21.8,7.68,611,5
2015,173,8,40,1.7,422.0,20.3,7.23,610,4
2015,173,8,41,-6.67,426.7,19.46,7.09,615,5
2015,173,8,42,-8.84,,,,619,5
2015,173,8,43,-9.14,423.9,19.67,7.07,642,5
2015,173,8,44,-3.84,423.9,19.67,7.07,684,5
2015,173,8,45,-1.18,,,,688,5
2015,173,8,46,-2.66,413.0,23.24,7.93,738,5
2015,173,8,47,-3.85,413.0,23.24,7.93,754,6
2015,173,8,48,-3.16,414.7,22.01,7.57,706,7
2015,173,8,49,-6.46,418.6,22.64,7.93,699,6
2015,173,8,50,-7.22,421.5,21.8,7.75,757,5
2015,173,8,51,-5.53,423.8,22.44,8.06,763,5
2015,173,8,52,-6.09,421.3,22.19,7.88,709,4
2015,173,8,53,-7.17,420.8,22.14,7.84,677,3
2015,173,8,54,-1.75,417.0,23.51,8.18,707,3
2015,173,8,55,-1.71,417.0,23.52,8.18,755,1
2015,173,8,56,-1.11,415.1,24.07,8.29,736,0
2015,173,8,57,-2.61,415.8,23.89,8.26,719,0
2015,173,8,58,-1.85,417.6,23.29,8.12,747,-2
2015,173,8,59,-2.2,418.5,21.26,7.45,742,-3
2015,173,9,0,-2.06,422.0,21.64,7.71,714,-3
2015,173,9,1,-3.1,424.6,22.49,8.11,703,-4
2015,173,9,2,-1.86,427.8,23.07,8.44,701,-4
2015,173,9,3,-0.01,420.9,21.78,7.72,667,-4
2015,173,9,4,-1.87,419.8,21.69,7.64,668,-5
2015,173,9,5,3.22,418.1,21.54,7.53,694,-5
2015,173,9,6,4.02,418.1,21.54,7.53,705,-6
2015,173,9,7,3.13,,,,665,-7
2015,173,9,8,2.51,,,,636,-7
2015,173,9,9,-2.05,412.9,22.84,7.79,658,-8
2015,173,9,10,-0.73,412.9,22.84,7.79,655,-9
2015,173,9,11,-0.71,400.3,22.25,7.13,645,-10
2015,173,9,12,-0.22,411.2,20.77,7.02,617,-10
2015,173,9,13,11.12,417.0,20.38,7.09,584,-10
2015,173,9,14,10.87,431.0,21.27,7.9,569,-10
2015,173,9,15,11.27,431.0,21.27,7.9,582,-9
2015,173,9,16,10.95,,,,586,-9
2015,173,9,17,10.73,421.6,22.91,8.14,560,-9
2015,173,9,18,8.5,421.6,22.91,8.14,534,-9
2015,173,9,19,6.32,413.4,21.81,7.45,542,-9
2015,173,9,20,5.58,414.4,21.37,7.34,565,-9
2015,173,9,21,5.32,,,,562,-9
2015,173,9,22,2.64,,,,525,-9
2015,173,9,23,7.45,413.6,19.55,6.69,484,-10
2015,173,9,24,6.78,410.9,20.41,6.89,468,-10
2015,173,9,25,5.96,408.9,21.06,7.04,491,-10
2015,173,9,26,3.99,,,,477,-11
2015,173,9,27,,,,,455,-12
2015,173,9,28,9.09,,,,441,-13
2015,173,9,29,7.91,,,,427,-13
2015,173,9,30,7.83,413.0,21.69,7.4,405,-13
2015,173,9,31,8.45,413.0,21.69,7.4,400,-13
2015,173,9,32,6.11,413.0,21.69,7.4,402,-13
2015,173,9,33,-1.94,412.7,22.36,7.62,402,-13
2015,173,9,34,-1.78,412.5,22.37,7.61,394,-13
2015,173,9,35,-2.74,410.8,22.45,7.58,409,-13
2015,173,9,36,-4.42,410.7,22.46,7.58,421,-13
2015,173,9,37,-5.06,,,,433,-13
2015,173,9,38,-5.18,415.9,20.46,7.08,437,-13
2015,173,9,39,-5.36,415.9,20.46,7.08,423,-13
2015,173,9,40,-5.9,415.9,20.46,7.08,388,-12
2015,173,9,41,-6.26,419.3,20.88,7.34,360,-12
2015,173,9,42,-4.94,419.3,20.88,7.34,353,-12
2015,173,9,43,-6.35,422.7,22.06,7.88,344,-12
2015,173,9,44,-7.28,422.7,22.07,7.89,347,-12
2015,173,9,45,-6.93,424.5,22.08,7.96,339,-11
2015,173,9,46,-5.84,424.5,22.06,7.95,348,-10
2015,173,9,47,-6.13,424.5,20.08,7.24,360,-10
2015,173,9,48,-7.72,428.9,20.76,7.64,346,-10
2015,173,9,49,-8.5,429.8,20.9,7.72,328,-9
2015,173,9,50,-9.22,432.7,21.22,7.95,334,-8
2015,173,9,51,-9.87,432.6,20.67,7.74,329,-8
2015,173,9,52,-5.8,432.5,19.09,7.14,320,-7
2015,173,9,53,-0.34,417.1,19.38,6.74,329,-7
2015,173,9,54,5.45,414.8,19.42,6.68,346,-6
2015,173,9,55,6.34,400.7,20.64,6.63,337,-6
2015,173,9,56,7.9,400.6,20.65,6.63,325,-6
2015,173,9,57,8.38,,,,340,-6
2015,173,9,58,7.05,392.8,19.3,5.96,375,-7
2015,173,9,59,8.06,392.8,19.3,5.96,390,-7
2015,173,10,0,9.47,392.8,19.3,5.96,405,-8
2015,173,10,1,9.43,392.0,20.33,6.25,422,-8
2015,173,10,2,10.02,400.3,21.66,6.94,447,-9
2015,173,10,3,3.84,400.5,20.14,6.46,437,-8
2015,173,10,4,3.95,395.3,19.9,6.22,398,-8
2015,173,10,5,1.55,393.0,20.38,6.3,373,-8
2015,173,10,6,1.18,,,,364,-8
2015,173,10,7,0.8,,,,355,-8
2015,173,10,8,1.47,391.1,20.58,6.3,357,-9
2015,173,10,9,2.39,394.0,20.75,6.44,360,-10
2015,173,10,10,-0.7,398.2,19.98,6.34,355,-11
2015,173,10,11,-0.28,400.0,19.46,6.23,349,-12
2015,173,10,12,0.93,,,,342,-13
2015,173,10,13,1.28,398.0,19.01,6.02,351,-13
2015,173,10,14,0.27,397.9,19.03,6.03,368,-14
2015,173,10,15,-0.06,396.2,19.4,6.09,372,-14
2015,173,10,16,-0.47,395.7,18.52,5.8,366,-14
2015,173,10,17,0.25,395.3,17.95,5.61,356,-15
2015,173,10,18,-0.01,394.0,19.22,5.97,343,-15
2015,173,10,19,-0.65,393.1,18.81,5.81,335,-16
2015,173,10,20,-0.56,392.4,18.49,5.69,325,-16
2015,173,10,21,-0.22,394.2,18.11,5.63,318,-16
2015,173,10,22,0.64,395.0,17.84,5.57,311,-16
2015,173,10,23,1.94,398.5,16.86,5.35,289,-16
2015,173,10,24,2.46,399.4,16.88,5.39,295,-17
2015,173,10,25,2.57,400.6,16.92,5.43,299,-17
2015,173,10,26,3.41,401.3,17.51,5.64,302,-17
2015,173,10,27,2.99,401.4,17.5,5.64,296,-17
2015,173,10,28,4.05,411.8,15.16,5.14,287,-17
2015,173,10,29,4.81,411.8,15.16,5.14,281,-16
2015,173,10,30,4.88,,,,276,-15
2015,173,10,31,4.41,411.6,17.25,5.84,273,-15
2015,173,10,32,4.5,411.6,17.25,5.84,274,-14
2015,173,10,33,5.05,411.6,17.25,5.84,278,-14
2015,173,10,34,5.24,407.6,20.12,6.69,283,-13
2015,173,10,35,5.1,407.6,20.12,6.69,290,-12
2015,173,10,36,5.02,407.6,20.12,6.69,291,-12
2015,173,10,37,4.39,406.6,20.19,6.68,295,-11
2015,173,10,38,4.62,406.6,20.19,6.68,294,-11
2015,173,10,39,5.8,,,,292,-11
2015,173,10,40,5.46,402.9,19.33,6.28,291,-11
2015,173,10,41,5.03,402.9,19.33,6.28,283,-10
2015,173,10,42,5.16,402.9,19.33,6.28,273,-10
2015,173,10,43,5.52,,,,253,-9
2015,173,10,44,6.2,406.3,17.54,5.79,230,-9
2015,173,10,45,5.49,406.3,17.54,5.79,225,-9
2015,173,10,46,6.03,408.4,16.82,5.61,245,-9
2015,173,10,47,6.2,409.4,16.47,5.52,256,-9
2015,173,10,48,6.74,409.4,16.47,5.52,242,-10
2015,173,10,49,6.45,,,,219,-10
2015,173,10,50,,411.7,18.54,6.28,243,-9
2015,173,10,51,6.5,412.1,18.67,6.34,249,-9
2015,173,10,52,6.43,413.8,19.36,6.63,247,-8
2015,173,10,53,6.71,413.1,19.98,6.82,276,-7
2015,173,10,54,6.86,413.0,18.97,6.47,272,-7
2015,173,10,55,6.94,413.3,18.65,6.37,243,-7
2015,173,10,56,6.89,414.9,17.12,5.89,222,-7
2015,173,10,57,6.97,417.9,18.44,6.44,204,-8
2015,173,10,58,7.02,418.0,18.47,6.45,201,-8
2015,173,10,59,6.56,410.3,17.75,5.98,210,-8
2015,173,11,0,4.64,410.3,17.75,5.98,209,-7
2015,173,11,1,5.06,412.1,17.99,6.11,206,-8
2015,173,11,2,7.22,416.7,17.73,6.16,207,-7
2015,173,11,3,8.32,416.1,18.37,6.36,205,-7
2015,173,11,4,7.77,415.6,18.35,6.34,207,-7
2015,173,11,5,6.5,418.9,19.04,6.68,227,-6
2015,173,11,6,7.03,,,,217,-5
2015,173,11,7,4.94,416.1,17.02,5.89,208,-5
2015,173,11,8,3.34,416.0,16.94,5.86,243,-5
2015,173,11,9,2.59,414.5,15.53,5.34,267,-6
2015,173,11,10,3.66,420.5,16.53,5.85,279,-6
2015,173,11,11,5.57,421.1,16.27,5.77,270,-7
2015,173,11,12,3.41,,,,245,-8
2015,173,11,13,3.28,,,,232,-8
2015,173,11,14,2.67,421.3,17.38,6.17,229,-8
2015,173,11,15,0.42,423.6,16.62,5.96,184,-9
2015,173,11,16,1.01,423.3,17.44,6.25,163,-8
2015,173,11,17,0.38,422.4,18.08,6.45,182,-7
2015,173,11,18,1.53,422.4,18.08,6.45,198,-7
2015,173,11,19,-1.17,431.5,19.85,7.39,199,-6
2015,173,11,20,-4.65,431.5,19.85,7.39,196,-6
2015,173,11,21,-3.25,437.1,18.4,7.03,220,-6
2015,173,11,22,-2.38,438.3,18.09,6.95,232,-5
2015,173,11,23,-0.2,440.3,17.44,6.76,244,-5
2015,173,11,24,-0.54,440.4,17.4,6.75,244,-4
2015,173,11,25,,,,,232,-3
2015,173,11,26,-0.21,,,,227,-3
2015,173,11,27,-0.66,,,,226,-3
2015,173,11,28,1.86,,,,239,-3
2015,173,11,29,3.24,426.1,19.09,6.93,253,-3
2015,173,11,30,3.59,425.6,19.18,6.95,234,-2
2015,173,11,31,3.32,431.2,18.5,6.88,216,-3
2015,173,11,32,2.23,431.7,18.44,6.87,209,-3
2015,173,11,33,4.74,,,,201,-3
2015,173,11,34,4.05,,,,211,-2
2015,173,11,35,5.64,435.5,18.63,7.07,217,-1
2015,173,11,36,4.72,435.5,18.63,7.07,214,-1
2015,173,11,37,4.79,434.6,19.29,7.29,200,-1
2015,173,11,38,6.26,434.6,19.29,7.29,178,0
2015,173,11,39,7.0,432.4,18.02,6.74,175,0
2015,173,11,40,7.59,433.0,17.73,6.65,170,0
2015,173,11,41,8.44,438.1,15.48,5.94,168,0
2015,173,11,42,8.25,436.6,15.99,6.1,164,0
2015,173,11,43,7.05,435.3,16.46,6.24,150,0
2015,173,11,44,6.74,433.8,17.16,6.46,136,0
2015,173,11,45,7.39,432.3,17.83,6.66,131,0
2015,173,11,46,8.01,430.5,17.44,6.46,139,-1
2015,173,11,47,8.13,430.4,17.4,6.45,146,-1
2015,173,11,48,7.68,431.4,17.53,6.52,146,-1
2015,173,11,49,8.31,431.4,17.53,6.52,148,-1
2015,173,11,50,8.63,435.5,17.43,6.61,145,-1
2015,173,11,51,8.53,435.5,17.43,6.61,137,-1
2015,173,11,52,8.62,,,,137,-1
2015,173,11,53,8.7,436.8,17.43,6.65,134,0
2015,173,11,54,7.93,436.8,17.43,6.65,129,0
2015,173,11,55,7.32,,,,115,1
2015,173,11,56,7.51,430.1,17.72,6.56,100,1
2015,173,11,57,7.48,430.1,17.72,6.56,96,1
2015,173,11,58,6.73,432.1,17.08,6.38,122,1
2015,173,11,59,6.54,432.1,17.08,6.38,127,0
2015,173,12,0,6.1,428.5,17.21,6.32,107,0
2015,173,12,1,7.09,428.7,17.22,6.33,104,0
2015,173,12,2,7.83,435.1,17.47,6.61,101,0
2015,173,12,3,7.94,435.7,17.27,6.56,113,-1
2015,173,12,4,7.47,435.8,17.23,6.54,116,-1
2015,173,12,5,5.1,433.9,16.77,6.31,116,-1
2015,173,12,6,4.63,433.9,16.85,6.34,113,-1
2015,173,12,7,4.88,433.9,17.1,6.44,107,-2
2015,173,12,8,2.94,434.4,17.65,6.66,97,-1
2015,173,12,9,3.22,434.4,17.68,6.67,89,-1
2015,173,12,10,3.73,,,,85,-2
2015,173,12,11,2.99,432.3,16.8,6.28,85,-1
2015,173,12,12,3.11,430.7,16.63,6.17,90,-1
2015,173,12,13,0.55,448.3,14.57,5.86,97,-1
2015,173,12,14,-1.42,448.3,14.57,5.86,101,-2
2015,173,12,15,4.84,434.7,17.84,6.74,103,-2
2015,173,12,16,8.39,439.9,18.51,7.16,110,-2
2015,173,12,17,7.77,440.4,16.63,6.45,124,-2
2015,173,12,18,5.5,435.2,15.78,5.98,134,-3
2015,173,12,19,6.2,432.5,15.49,5.8,141,-3
2015,173,12,20,7.27,432.5,18.03,6.75,140,-2
2015,173,12,21,9.07,439.6,17.95,6.94,138,-3
2015,173,12,22,7.57,442.0,17.7,6.92,141,-2
2015,173,12,23,8.05,447.1,17.94,7.17,141,-3
2015,173,12,24,7.65,447.1,17.94,7.17,144,-3
2015,173,12,25,6.62,,,,146,-3
2015,173,12,26,6.74,444.5,17.54,6.93,150,-3
2015,173,12,27,4.67,433.3,17.75,6.67,154,-4
2015,173,12,28,4.31,425.1,17.81,6.44,153,-3
2015,173,12,29,4.33,433.6,17.96,6.75,157,-4
2015,173,12,30,2.88,435.0,18.07,6.84,158,-4
2015,173,12,31,-0.15,427.1,18.24,6.65,159,-4
2015,173,12,32,0.12,,,,166,-4
2015,173,12,33,-0.5,,,,182,-5
2015,173,12,34,-0.7,432.0,17.14,6.4,198,-5
2015,173,12,35,-0.84,432.0,17.14,6.4,210,-6
2015,173,12,36,-0.08,430.8,17.26,6.41,234,-6
2015,173,12,37,-0.49,429.8,17.02,6.29,245,-6
2015,173,12,38,1.54,431.3,16.65,6.19,251,-6
2015,173,12,39,1.81,414.9,19.22,6.62,260,-5
2015,173,12,40,-2.7,413.7,19.22,6.58,263,-5
2015,173,12,41,-2.71,412.5,18.82,6.4,263,-5
2015,173,12,42,-3.21,419.9,15.51,5.47,267,-5
2015,173,12,43,-3.21,419.9,15.51,5.47,273,-5
2015,173,12,44,-3.65,419.9,15.51,5.47,282,-4
2015,173,12,45,-2.84,,,,291,-4
2015,173,12,46,-1.99,,,,289,-4
2015,173,12,47,-1.38,431.5,16.39,6.1,273,-4
2015,173,12,48,-1.77,431.5,16.39,6.1,245,-3
2015,173,12,49,-2.07,412.2,16.11,5.47,208,-3
2015,173,12,50,-1.41,420.5,16.17,5.72,180,-3
2015,173,12,51,-1.5,425.2,17.54,6.34,156,-4
2015,173,12,52,-1.64,424.4,17.76,6.4,146,-4
2015,173,12,53,-2.27,424.4,17.76,6.4,147,-3
2015,173,12,54,-2.7,417.1,15.98,5.56,147,-3
2015,173,12,55,-4.23,417.6,16.58,5.78,138,-2
2015,173,12,56,-3.48,419.7,19.08,6.72,131,-2
2015,173,12,57,-2.85,420.4,19.3,6.82,139,-2
2015,173,12,58,-5.26,425.6,15.29,5.54,147,-2
2015,173,12,59,-4.54,423.3,14.98,5.37,145,-2
2015,173,13,0,-4.3,422.5,14.88,5.31,146,-3
2015,173,13,1,-4.53,410.6,16.7,5.63,153,-2
2015,173,13,2,-4.74,410.6,16.7,5.63,155,-3
2015,173,13,3,-3.8,,,,152,-3
2015,173,13,4,-2.5,,,,151,-4
2015,173,13,5,-2.52,408.1,15.24,5.08,168,-4
2015,173,13,6,-2.23,418.5,15.56,5.45,191,-4
2015,173,13,7,-3.43,425.4,15.77,5.71,185,-4
2015,173,13,8,-1.49,423.4,16.5,5.92,166,-3
2015,173,13,9,-0.33,428.6,16.56,6.08,155,-4
2015,173,13,10,0.36,426.9,16.69,6.08,168,-3
2015,173,13,11,-0.26,425.2,16.77,6.06,207,-3
2015,173,13,12,-0.29,425.7,16.2,5.87,236,-2
2015,173,13,13,-0.95,426.0,15.83,5.75,246,-1
2015,173,13,14,-0.22,418.0,15.11,5.28,243,-1
2015,173,13,15,-3.79,418.0,15.12,5.28,245,-1
2015,173,13,16,-3.26,415.7,16.52,5.71,244,-1
2015,173,13,17,-4.78,419.3,16.54,5.82,236,-1
2015,173,13,18,-2.25,420.4,16.46,5.82,229,-2
2015,173,13,19,-3.17,417.7,16.63,5.8,249,-2
2015,173,13,20,-0.64,418.0,16.59,5.8,235,-2
2015,173,13,21,-1.17,419.9,16.18,5.71,240,-2
2015,173,13,22,-1.18,419.8,16.14,5.69,247,-3
2015,173,13,23,-0.6,425.8,16.67,6.04,237,-3
2015,173,13,24,-1.49,425.8,16.67,6.04,248,-3
2015,173,13,25,-0.8,,,,256,-4
2015,173,13,26,0.09,,,,253,-4
2015,173,13,27,0.29,421.9,15.96,5.68,251,-4
2015,173,13,28,-0.22,418.5,16.44,5.76,263,-4
2015,173,13,29,-4.95,416.7,17.26,5.99,268,-4
2015,173,13,30,-4.13,416.8,17.76,6.17,277,-4
2015,173,13,31,-3.5,,,,289,-4
2015,173,13,32,-2.54,420.6,15.92,5.63,301,-4
2015,173,13,33,-1.5,419.9,15.79,5.57,301,-4
2015,173,13,34,-1.3,411.6,14.28,4.84,290,-5
2015,173,13,35,-0.99,410.8,14.12,4.77,282,-5
2015,173,13,36,-0.92,,,,281,-5
2015,173,13,37,0.13,,,,274,-5
2015,173,13,38,0.42,,,,268,-5
2015,173,13,39,0.43,,,,268,-6
2015,173,13,40,-0.33,,,,274,-6
2015,173,13,41,-1.51,405.3,14.7,4.83,277,-5
2015,173,13,42,-1.81,406.8,14.24,4.71,283,-5
2015,173,13,43,-1.37,408.6,13.69,4.57,284,-5
2015,173,13,44,-1.83,,,,268,-5
2015,173,13,45,-1.2,,,,249,-5
2015,173,13,46,,,,,233,-4
2015,173,13,47,,,,,216,-4
2015,173,13,48,,,,,211,-5
2015,173,13,49,,,,,200,-6
2015,173,13,50,,,,,197,-7
2015,173,13,51,,,,,194,-8
2015,173,13,52,1.34,,,,198,-9
2015,173,13,53,1.41,,,,216,-10
2015,173,13,54,1.0,399.3,14.32,4.57,237,-10
2015,173,13,55,-0.27,399.3,14.32,4.57,251,-11
2015,173,13,56,0.56,,,,255,-11
2015,173,13,57,-1.03,,,,259,-12
2015,173,13,58,-2.08,,,,266,-11
2015,173,13,59,,,,,289,-11
2015,173,14,0,-5.98,,,,302,-11
2015,173,14,1,-6.79,434.6,14.51,5.48,312,-12
2015,173,14,2,-7.42,434.6,14.51,5.48,317,-13
2015,173,14,3,-7.5,434.6,14.51,5.48,340,-13
2015,173,14,4,-8.18,435.6,15.39,5.84,353,-13
2015,173,14,5,-8.15,435.6,15.39,5.84,375,-14
2015,173,14,6,-5.75,435.6,15.39,5.84,409,-14
2015,173,14,7,-5.39,419.5,16.46,5.79,416,-14
2015,173,14,8,-8.58,419.5,16.46,5.79,426,-14
2015,173,14,9,-8.47,431.8,13.61,5.08,436,-15
2015,173,14,10,-9.0,434.4,13.02,4.91,451,-14
2015,173,14,11,-8.86,430.0,13.47,4.98,467,-15
2015,173,14,12,-9.42,430.0,13.47,4.98,474,-16
2015,173,14,13,-10.16,437.3,14.09,5.39,478,-16
2015,173,14,14,-10.47,437.6,14.33,5.49,481,-16
2015,173,14,15,-10.92,439.0,15.29,5.89,481,-17
2015,173,14,16,-11.34,439.0,15.29,5.89,470,-18
2015,173,14,17,-11.01,,,,472,-19
2015,173,14,18,-10.82,435.7,15.64,5.94,463,-19
2015,173,14,19,-10.81,433.7,14.87,5.59,452,-19
2015,173,14,20,-9.1,432.0,15.58,5.82,461,-20
2015,173,14,21,-8.32,446.6,13.98,5.58,482,-20
2015,173,14,22,-8.61,457.5,14.41,6.03,500,-21
2015,173,14,23,-8.24,464.0,14.77,6.36,501,-21
2015,173,14,24,-9.04,,,,539,-22
2015,173,14,25,-8.91,445.9,13.38,5.32,555,-23
2015,173,14,26,-8.96,445.9,13.38,5.32,591,-23
2015,173,14,27,-8.58,445.9,13.38,5.32,689,-24
2015,173,14,28,-7.88,,,,774,-24
2015,173,14,29,-8.17,433.4,14.96,5.62,783,-25
2015,173,14,30,-7.55,433.4,14.96,5.62,778,-26
2015,173,14,31,,,,,771,-27
2015,173,14,32,,,,,739,-27
2015,173,14,33,,,,,770,-28
2015,173,14,34,-8.18,,,,739,-29
2015,173,14,35,-5.81,430.9,13.73,5.1,720,-28
2015,173,14,36,-4.87,434.6,12.98,4.9,706,-29
2015,173,14,37,1.4,436.5,12.6,4.8,747,-30
2015,173,14,38,0.81,423.2,16.06,5.75,824,-30
2015,173,14,39,0.52,423.2,16.06,5.75,867,-31
2015,173,14,40,0.27,423.2,16.06,5.75,927,-31
2015,173,14,41,-5.88,425.2,15.86,5.73,984,-31
2015,173,14,42,-7.44,425.3,15.72,5.69,981,-31
2015,173,14,43,-7.03,,,,987,-31
2015,173,14,44,-7.82,,,,971,-31
2015,173,14,45,2.61,,,,924,-31
2015,173,14,46,3.65,,,,866,-30
2015,173,14,47,-1.05,,,,838,-31
2015,173,14,48,-0.77,,,,825,-29
2015,173,14,49,-1.3,,,,794,-29
2015,173,14,50,-0.81,434.7,15.57,5.88,772,-29
2015,173,14,51,-2.28,434.7,15.57,5.88,780,-28
2015,173,14,52,-3.76,428.8,14.17,5.21,808,-28
2015,173,14,53,-5.53,428.8,14.17,5.21,845,-28
2015,173,14,54,,,,,843,-28
2015,173,14,55,,,,,850,-27
2015,173,14,56,-6.56,,,,864,-26
2015,173,14,57,-6.97,418.8,13.57,4.76,866,-26
2015,173,14,58,-8.01,418.8,13.57,4.76,875,-26
2015,173,14,59,-6.35,421.4,13.08,4.65,868,-27
2015,173,15,0,-7.37,421.7,14.31,5.09,862,-26
2015,173,15,1,-7.28,421.9,15.0,5.34,869,-26
2015,173,15,2,-6.11,418.5,12.66,4.43,889,-26
2015,173,15,3,-7.85,418.7,12.69,4.45,878,-25
2015,173,15,4,-10.35,437.7,13.65,5.23,869,-25
2015,173,15,5,-10.43,437.7,13.65,5.23,834,-25
2015,173,15,6,-10.49,438.3,13.34,5.13,812,-25
2015,173,15,7,-10.39,434.1,13.08,4.93,822,-25
2015,173,15,8,-10.35,430.4,12.88,4.77,834,-25
2015,173,15,9,-10.55,431.2,12.62,4.69,836,-24
2015,173,15,10,-10.99,431.7,12.63,4.71,833,-25
2015,173,15,11,-10.99,445.3,12.84,5.09,815,-25
2015,173,15,12,-11.1,445.6,12.84,5.1,818,-25
2015,173,15,13,-11.1,,,,832,-25
2015,173,15,14,-10.96,,,,850,-26
2015,173,15,15,,,,,869,-27
2015,173,15,16,-10.38,,,,883,-27
2015,173,15,17,-10.77,,,,937,-27
2015,173,15,18,-10.79,,,,970,-28
2015,173,15,19,-11.05,436.2,14.37,5.47,1011,-29
2015,173,15,20,-11.05,436.2,14.37,5.47,1036,-29
2015,173,15,21,-10.98,436.4,13.46,5.13,1020,-30
2015,173,15,22,-11.08,436.5,13.22,5.04,1007,-30
2015,173,15,23,-11.35,436.5,13.95,5.32,1014,-31
2015,173,15,24,-11.36,437.4,14.58,5.58,1010,-32
2015,173,15,25,-11.24,437.5,14.63,5.6,1015,-32
2015,173,15,26,-11.01,443.1,13.46,5.29,1065,-33
2015,173,15,27,-10.99,443.3,13.43,5.28,1102,-33
2015,173,15,28,-9.79,436.9,15.98,6.1,1104,-34
2015,173,15,29,-6.91,427.3,13.83,5.05,1110,-34
2015,173,15,30,-5.63,422.8,12.79,4.57,1134,-35
2015,173,15,31,-5.9,422.8,12.39,4.43,1146,-36
2015,173,15,32,-7.93,423.0,12.38,4.43,1153,-37
2015,173,15,33,-8.0,426.1,12.21,4.43,1103,-38
2015,173,15,34,-7.54,426.1,12.21,4.43,1075,-40
2015,173,15,35,-7.1,424.5,12.93,4.66,1068,-41
2015,173,15,36,-9.18,427.1,12.15,4.43,1108,-41
2015,173,15,37,-8.83,426.7,12.9,4.7,1147,-42
2015,173,15,38,-7.17,423.9,13.94,5.01,1147,-42
2015,173,15,39,-8.04,,,,1134,-43
2015,173,15,40,-7.68,,,,1092,-43
2015,173,15,41,-7.1,,,,1022,-43
2015,173,15,42,-7.81,430.8,12.18,4.52,1006,-44
2015,173,15,43,-7.28,430.8,12.18,4.52,1019,-44
2015,173,15,44,-8.05,430.8,11.91,4.42,1066,-44
2015,173,15,45,-8.4,431.1,11.96,4.45,1197,-44
2015,173,15,46,-8.1,431.9,12.1,4.51,1208,-45
2015,173,15,47,-7.35,430.3,12.59,4.66,1161,-45
2015,173,15,48,-6.8,430.2,12.63,4.67,1159,-45
2015,173,15,49,-7.43,430.3,12.15,4.5,1165,-45
2015,173,15,50,-7.47,430.3,12.15,4.5,1066,-46
2015,173,15,51,-6.8,431.6,12.9,4.81,1039,-46
2015,173,15,52,-5.97,431.0,12.57,4.67,1100,-46
2015,173,15,53,-7.61,436.8,12.67,4.83,1124,-46
2015,173,15,54,-6.47,441.5,12.85,5.01,1111,-46
2015,173,15,55,-6.92,,,,1203,-46
2015,173,15,56,,,,,1186,-46
2015,173,15,57,-5.77,,,,1210,-46
2015,173,15,58,-6.55,,,,1233,-46
2015,173,15,59,-7.8,436.4,12.53,4.77,1207,-46
2015,173,16,0,-7.61,436.4,12.53,4.77,1143,-46
2015,173,16,1,-5.9,437.6,12.86,4.93,1157,-47
2015,173,16,2,-0.92,433.8,12.55,4.72,1219,-48
2015,173,16,3,-1.44,433.1,12.06,4.52,1317,-47
2015,173,16,4,-3.08,427.2,13.47,4.92,1340,-48
2015,173,16,5,-2.3,424.9,13.67,4.94,1288,-48
2015,173,16,6,-2.2,425.1,13.77,4.98,1228,-49
2015,173,16,7,-1.71,,,,1258,-49
2015,173,16,8,-2.65,,,,1277,-49
2015,173,16,9,-1.99,,,,1251,-49
2015,173,16,10,-4.31,,,,1247,-49
2015,173,16,11,-3.69,,,,1248,-49
2015,173,16,12,-2.64,436.3,13.02,4.96,1231,-49
2015,173,16,13,0.19,436.3,13.02,4.96,1231,-49
2015,173,16,14,0.61,439.3,13.65,5.27,1228,-49
