Year,Day,Hour,Min,Bz,Vsw,Nsw,Psw,AE,SYM-H
2003,324,1,44,4.56,452.8,5.17,2.12,58,-3
2003,324,1,45,4.53,453.5,4.82,1.98,53,-3
2003,324,1,46,4.62,452.3,5.0,2.05,48,-3
2003,324,1,47,4.45,452.3,5.0,2.05,49,-3
2003,324,1,48,4.37,448.6,5.22,2.1,52,-3
2003,324,1,49,4.34,449.1,5.3,2.14,50,-3
2003,324,1,50,4.49,450.9,5.56,2.26,44,-3
2003,324,1,51,4.6,451.5,5.71,2.33,50,-3
2003,324,1,52,4.14,451.5,5.71,2.33,68,-3
2003,324,1,53,4.14,,,,36,-3
2003,324,1,54,4.23,,,,31,-3
2003,324,1,55,3.39,452.2,5.58,2.28,28,-3
2003,324,1,56,4.23,452.2,5.58,2.28,27,-3
2003,324,1,57,3.31,446.4,6.01,2.4,27,-3
2003,324,1,58,3.29,446.4,6.01,2.4,27,-3
2003,324,1,59,3.31,,,,27,-3
2003,324,2,0,3.71,446.8,6.06,2.42,28,-3
2003,324,2,1,1.36,446.2,5.72,2.28,30,-3
2003,324,2,2,1.11,443.7,4.25,1.67,33,-3
2003,324,2,3,2.56,,,,24,-3
2003,324,2,4,0.99,442.0,4.57,1.79,24,-3
2003,324,2,5,1.19,441.9,4.57,1.78,25,-3
2003,324,2,6,0.98,440.6,4.5,1.75,30,-3
2003,324,2,7,1.03,441.3,4.33,1.69,28,-3
2003,324,2,8,1.15,,,,28,-3
2003,324,2,9,1.27,441.0,4.1,1.59,29,-4
2003,324,2,10,1.51,441.0,4.1,1.59,24,-4
2003,324,2,11,1.56,,,,26,-3
2003,324,2,12,1.81,440.4,4.73,1.83,22,-3
2003,324,2,13,1.72,440.7,4.79,1.86,22,-4
2003,324,2,14,1.87,440.7,4.85,1.88,21,-4
2003,324,2,15,1.87,440.7,4.85,1.88,26,-4
2003,324,2,16,1.46,440.7,4.85,1.88,28,-4
2003,324,2,17,1.54,,,,25,-4
2003,324,2,18,1.57,,,,39,-4
2003,324,2,19,1.87,439.3,5.13,1.98,43,-4
2003,324,2,20,2.23,439.3,5.13,1.98,23,-4
2003,324,2,21,1.91,439.4,4.99,1.93,24,-4
2003,324,2,22,2.22,439.4,4.99,1.93,24,-3
2003,324,2,23,1.77,,,,28,-3
2003,324,2,24,1.34,439.9,4.91,1.9,39,-2
2003,324,2,25,1.49,439.9,4.91,1.9,32,-2
2003,324,2,26,-0.03,444.1,4.16,1.64,39,-2
2003,324,2,27,0.79,441.9,4.65,1.82,52,-2
2003,324,2,28,-0.76,438.6,4.88,1.88,57,-2
2003,324,2,29,-1.25,440.4,4.73,1.83,49,-2
2003,324,2,30,-1.23,442.2,5.1,1.99,55,-2
2003,324,2,31,,,,,55,-2
2003,324,2,32,0.22,441.4,4.92,1.92,44,-2
2003,324,2,33,0.32,440.2,4.63,1.79,54,-2
2003,324,2,34,0.27,438.9,4.67,1.8,70,-2
2003,324,2,35,0.03,438.7,4.63,1.78,74,-2
2003,324,2,36,0.3,440.0,4.97,1.92,72,-3
2003,324,2,37,-0.26,441.5,5.4,2.11,66,-3
2003,324,2,38,-0.14,439.3,4.61,1.78,45,-3
2003,324,2,39,-0.07,437.3,4.95,1.89,44,-2
2003,324,2,40,-1.81,438.4,5.09,1.96,47,-2
2003,324,2,41,-3.72,452.8,6.76,2.77,40,-2
2003,324,2,42,-3.71,449.2,5.92,2.39,38,-2
2003,324,2,43,-3.03,,,,37,-2
2003,324,2,44,-2.71,440.3,4.88,1.89,46,-2
2003,324,2,45,-2.41,440.7,4.92,1.91,43,-2
2003,324,2,46,-2.55,441.4,4.98,1.94,42,-3
2003,324,2,47,-2.26,437.8,4.9,1.88,43,-3
2003,324,2,48,-1.72,439.9,5.24,2.03,43,-3
2003,324,2,49,-1.64,438.4,5.08,1.95,41,-3
2003,324,2,50,-1.64,435.4,4.95,1.88,45,-4
2003,324,2,51,-2.07,439.8,5.08,1.97,50,-4
2003,324,2,52,-2.75,438.8,4.66,1.79,48,-4
2003,324,2,53,-3.22,438.3,4.48,1.72,58,-5
2003,324,2,54,-3.01,439.0,4.96,1.91,49,-4
2003,324,2,55,-3.39,439.7,6.22,2.41,47,-5
2003,324,2,56,-3.7,439.7,6.22,2.41,55,-4
2003,324,2,57,-3.77,,,,57,-4
2003,324,2,58,-3.61,446.1,7.29,2.9,69,-4
2003,324,2,59,-3.52,441.7,5.45,2.13,75,-4
2003,324,3,0,-2.7,439.4,5.53,2.14,66,-3
2003,324,3,1,-1.33,,,,54,-3
2003,324,3,2,-2.42,443.3,5.68,2.23,58,-3
2003,324,3,3,-1.87,446.3,5.78,2.3,64,-2
2003,324,3,4,-1.79,449.9,5.83,2.36,81,-2
2003,324,3,5,-1.9,448.0,5.48,2.2,101,-2
2003,324,3,6,-1.69,464.9,5.33,2.3,98,-2
2003,324,3,7,-1.26,464.7,5.27,2.28,93,-2
2003,324,3,8,-1.22,472.1,5.12,2.28,84,-3
2003,324,3,9,0.02,486.1,5.28,2.5,98,-4
2003,324,3,10,-1.07,453.5,5.11,2.1,110,-4
2003,324,3,11,-1.54,439.4,5.0,1.93,104,-5
2003,324,3,12,-1.07,460.2,5.02,2.13,101,-5
2003,324,3,13,-1.03,438.7,5.47,2.11,92,-5
2003,324,3,14,-1.39,438.7,5.1,1.96,87,-5
2003,324,3,15,-1.72,447.2,5.12,2.05,96,-5
2003,324,3,16,-1.33,440.2,5.14,1.99,106,-6
2003,324,3,17,-2.1,441.6,5.47,2.13,116,-6
2003,324,3,18,-2.19,450.8,5.88,2.39,121,-5
2003,324,3,19,-2.97,477.7,5.57,2.54,161,-5
2003,324,3,20,-2.33,480.6,5.79,2.67,205,-5
2003,324,3,21,-2.2,468.8,6.02,2.65,207,-5
2003,324,3,22,-1.02,450.0,5.94,2.41,203,-5
2003,324,3,23,-0.02,446.0,6.71,2.67,244,-5
2003,324,3,24,-3.3,446.7,5.73,2.29,297,-5
2003,324,3,25,-4.34,463.9,7.09,3.05,296,-5
2003,324,3,26,-4.2,456.0,6.87,2.86,320,-6
2003,324,3,27,-3.88,469.3,6.29,2.77,313,-6
2003,324,3,28,-4.18,467.6,7.09,3.1,304,-6
2003,324,3,29,-3.91,468.2,6.48,2.84,312,-5
2003,324,3,30,-3.68,467.2,6.75,2.95,328,-5
2003,324,3,31,-3.7,467.2,6.75,2.95,342,-5
2003,324,3,32,-4.47,454.2,6.96,2.87,362,-4
2003,324,3,33,-4.29,453.1,6.64,2.73,384,-5
2003,324,3,34,-5.09,452.9,7.54,3.09,391,-5
2003,324,3,35,-4.71,460.0,6.71,2.84,402,-5
2003,324,3,36,-4.58,460.2,6.67,2.83,403,-5
2003,324,3,37,-2.77,466.1,7.53,3.27,422,-6
2003,324,3,38,-3.34,465.8,7.32,3.18,426,-6
2003,324,3,39,-3.12,471.2,6.84,3.04,431,-6
2003,324,3,40,-3.6,469.7,6.71,2.96,432,-6
2003,324,3,41,-2.99,469.2,6.66,2.93,429,-7
2003,324,3,42,-2.82,,,,442,-7
2003,324,3,43,-3.35,457.7,7.27,3.05,441,-7
2003,324,3,44,-3.74,456.8,7.47,3.12,444,-7
2003,324,3,45,-3.19,454.9,7.89,3.27,451,-8
2003,324,3,46,-3.64,454.2,7.79,3.21,444,-8
2003,324,3,47,-3.71,454.2,7.79,3.21,443,-8
2003,324,3,48,-3.54,459.3,7.28,3.07,440,-8
2003,324,3,49,-4.16,455.6,8.17,3.39,426,-9
2003,324,3,50,-3.62,453.8,8.61,3.55,424,-9
2003,324,3,51,-1.71,,,,401,-9
2003,324,3,52,-0.72,,,,402,-9
2003,324,3,53,0.13,462.0,6.18,2.64,431,-10
2003,324,3,54,0.41,462.0,6.18,2.64,434,-10
2003,324,3,55,0.31,468.2,5.73,2.51,381,-10
2003,324,3,56,0.33,468.2,5.73,2.51,390,-10
2003,324,3,57,-0.08,459.9,5.38,2.28,383,-11
2003,324,3,58,-0.99,459.9,5.38,2.28,429,-11
2003,324,3,59,-1.43,,,,414,-11
2003,324,4,0,-1.44,,,,429,-11
2003,324,4,1,-0.32,,,,435,-12
2003,324,4,2,-0.13,454.8,6.35,2.63,431,-12
2003,324,4,3,-0.53,454.8,6.34,2.62,452,-12
2003,324,4,4,-1.01,453.8,5.99,2.47,470,-12
2003,324,4,5,-1.43,448.3,5.63,2.26,450,-13
2003,324,4,6,-1.46,447.6,5.71,2.29,454,-13
2003,324,4,7,-1.84,447.2,5.84,2.34,445,-13
2003,324,4,8,-3.24,443.3,6.45,2.54,437,-12
2003,324,4,9,-4.03,445.9,7.07,2.81,434,-13
2003,324,4,10,-4.06,448.9,8.14,3.28,426,-13
2003,324,4,11,-4.05,449.4,7.92,3.2,424,-13
2003,324,4,12,-4.64,449.2,7.61,3.07,440,-13
2003,324,4,13,-1.06,449.8,8.08,3.27,453,-14
2003,324,4,14,-2.22,462.0,6.11,2.61,459,-14
2003,324,4,15,-2.2,465.2,5.91,2.56,471,-14
2003,324,4,16,-1.43,462.6,6.85,2.93,468,-14
2003,324,4,17,-1.45,460.4,6.43,2.73,457,-14
2003,324,4,18,-2.35,462.6,6.71,2.87,462,-14
2003,324,4,19,-3.76,464.2,6.89,2.97,510,-14
2003,324,4,20,-3.25,460.4,6.32,2.68,489,-14
2003,324,4,21,-3.28,456.6,7.31,3.05,449,-14
2003,324,4,22,-3.15,460.3,6.27,2.66,458,-14
2003,324,4,23,-3.56,459.4,9.11,3.85,469,-14
2003,324,4,24,-3.23,459.5,9.08,3.83,462,-14
2003,324,4,25,-5.49,466.2,6.92,3.01,431,-15
2003,324,4,26,-6.52,466.1,7.24,3.15,464,-15
2003,324,4,27,-6.93,467.8,7.18,3.14,464,-15
2003,324,4,28,-7.3,467.9,6.85,3.0,452,-15
2003,324,4,29,-6.95,,,,430,-15
2003,324,4,30,-6.98,465.1,7.57,3.28,422,-15
2003,324,4,31,-5.9,465.1,6.83,2.95,400,-15
2003,324,4,32,-6.21,480.4,5.61,2.59,385,-15
2003,324,4,33,-6.46,,,,364,-15
2003,324,4,34,-6.6,473.6,6.8,3.05,368,-15
2003,324,4,35,-6.41,473.8,6.83,3.07,345,-16
2003,324,4,36,-6.6,476.4,7.14,3.24,366,-16
2003,324,4,37,-6.53,475.5,6.51,2.94,356,-16
2003,324,4,38,-6.2,475.5,6.49,2.93,374,-16
2003,324,4,39,-5.8,473.1,5.86,2.62,395,-16
2003,324,4,40,-5.42,469.8,6.31,2.79,411,-17
2003,324,4,41,-5.81,462.8,6.58,2.82,436,-17
2003,324,4,42,-5.71,462.0,6.72,2.87,414,-18
2003,324,4,43,-4.15,460.3,6.77,2.87,415,-18
2003,324,4,44,-4.47,469.6,6.24,2.75,395,-18
2003,324,4,45,-5.01,471.6,6.75,3.0,398,-19
2003,324,4,46,-5.34,471.9,6.09,2.71,382,-20
2003,324,4,47,-5.57,475.0,5.87,2.65,385,-20
2003,324,4,48,-4.79,479.1,4.91,2.25,380,-20
2003,324,4,49,-1.91,474.6,5.09,2.29,389,-20
2003,324,4,50,-2.47,474.5,5.1,2.3,386,-20
2003,324,4,51,-3.1,471.3,5.68,2.52,398,-20
2003,324,4,52,-3.56,469.6,6.86,3.03,392,-20
2003,324,4,53,-3.22,468.2,6.88,3.02,378,-20
2003,324,4,54,,,,,371,-20
2003,324,4,55,-3.68,463.0,6.6,2.83,349,-21
2003,324,4,56,-3.42,463.0,6.6,2.83,366,-21
2003,324,4,57,,,,,366,-22
2003,324,4,58,-3.18,,,,370,-22
2003,324,4,59,-3.29,,,,377,-23
2003,324,5,0,-3.29,,,,349,-24
2003,324,5,1,-1.97,476.1,7.3,3.31,327,-24
2003,324,5,2,-2.59,475.7,7.47,3.38,321,-25
2003,324,5,3,-1.84,479.9,5.88,2.71,329,-26
2003,324,5,4,-4.08,482.0,5.1,2.37,346,-26
2003,324,5,5,-4.34,451.9,6.75,2.76,352,-27
2003,324,5,6,-4.65,455.0,7.09,2.94,354,-27
2003,324,5,7,-5.02,451.0,7.01,2.85,362,-27
2003,324,5,8,-4.91,446.3,7.15,2.85,353,-26
2003,324,5,9,-4.91,448.7,7.21,2.9,368,-26
2003,324,5,10,-5.09,449.9,7.08,2.87,393,-27
2003,324,5,11,-5.08,449.9,7.08,2.87,384,-26
2003,324,5,12,-5.2,451.5,7.04,2.87,379,-26
2003,324,5,13,-5.11,451.3,7.05,2.87,378,-26
2003,324,5,14,-5.11,453.4,7.19,2.96,360,-26
2003,324,5,15,-4.51,455.9,6.62,2.75,375,-26
2003,324,5,16,-5.42,446.7,5.71,2.28,382,-27
2003,324,5,17,-6.12,441.0,5.89,2.29,385,-27
2003,324,5,18,-4.24,440.3,6.1,2.37,405,-27
2003,324,5,19,-3.02,461.3,7.29,3.1,401,-27
2003,324,5,20,-2.26,461.5,7.29,3.11,392,-26
2003,324,5,21,-2.1,464.7,7.23,3.12,388,-26
2003,324,5,22,-2.51,466.3,7.14,3.1,393,-26
2003,324,5,23,-3.3,460.5,7.0,2.97,406,-26
2003,324,5,24,-4.08,457.2,6.92,2.89,390,-26
2003,324,5,25,-3.51,456.8,6.88,2.87,399,-26
2003,324,5,26,-4.42,458.3,6.96,2.92,421,-26
2003,324,5,27,-4.04,456.0,6.91,2.87,438,-26
2003,324,5,28,-4.3,453.1,7.02,2.88,451,-26
2003,324,5,29,-2.52,452.9,7.05,2.89,464,-27
2003,324,5,30,-3.54,455.8,6.81,2.83,493,-28
2003,324,5,31,-3.52,461.6,6.82,2.91,515,-27
2003,324,5,32,-3.94,458.6,6.98,2.94,537,-28
2003,324,5,33,-4.44,458.2,6.9,2.9,571,-28
2003,324,5,34,-5.04,455.3,6.55,2.72,560,-29
2003,324,5,35,-5.4,454.4,6.81,2.81,577,-29
2003,324,5,36,-5.59,448.8,7.61,3.07,598,-29
2003,324,5,37,-6.5,448.7,7.63,3.07,608,-29
2003,324,5,38,-6.8,,,,619,-29
2003,324,5,39,-6.63,444.9,6.6,2.61,611,-29
2003,324,5,40,-6.53,443.5,6.6,2.6,623,-30
2003,324,5,41,-6.43,440.9,7.55,2.94,649,-30
2003,324,5,42,-6.15,446.4,7.32,2.92,650,-30
2003,324,5,43,-3.44,456.5,6.88,2.87,636,-30
2003,324,5,44,-4.09,458.0,6.94,2.91,642,-31
2003,324,5,45,-4.78,452.8,7.79,3.19,639,-31
2003,324,5,46,-4.32,452.4,7.04,2.88,603,-31
2003,324,5,47,-3.17,456.5,6.54,2.73,579,-31
2003,324,5,48,-3.83,457.3,6.5,2.72,587,-31
2003,324,5,49,-3.53,455.6,6.68,2.77,592,-31
2003,324,5,50,-3.54,454.5,6.69,2.76,588,-32
2003,324,5,51,-3.24,454.5,6.69,2.76,613,-32
2003,324,5,52,-2.97,457.0,7.12,2.97,615,-32
2003,324,5,53,-3.4,458.8,6.87,2.89,617,-32
2003,324,5,54,-3.17,453.7,6.83,2.81,618,-32
2003,324,5,55,-4.04,451.4,6.11,2.49,629,-32
2003,324,5,56,-4.38,446.2,7.23,2.88,620,-32
2003,324,5,57,-4.42,443.6,7.56,2.98,621,-32
2003,324,5,58,-5.01,443.3,7.43,2.92,621,-32
2003,324,5,59,-5.28,446.3,7.01,2.79,622,-32
2003,324,6,0,-5.09,446.0,6.67,2.65,621,-32
2003,324,6,1,-4.94,443.0,6.86,2.69,630,-32
2003,324,6,2,-4.57,443.0,6.83,2.68,622,-32
2003,324,6,3,-4.55,443.6,6.72,2.64,605,-33
2003,324,6,4,-4.9,443.4,6.89,2.71,612,-32
2003,324,6,5,-4.86,449.8,6.93,2.8,601,-33
2003,324,6,6,-4.81,449.8,6.93,2.8,589,-33
2003,324,6,7,-4.91,444.3,6.97,2.75,601,-33
2003,324,6,8,-4.49,437.5,6.81,2.61,604,-34
2003,324,6,9,-4.83,437.0,6.8,2.6,572,-34
2003,324,6,10,-4.66,436.7,6.98,2.66,551,-34
2003,324,6,11,-4.48,436.7,6.98,2.66,543,-34
2003,324,6,12,-4.35,436.4,6.86,2.61,529,-34
2003,324,6,13,-4.39,436.4,6.86,2.61,510,-34
2003,324,6,14,-4.36,435.5,6.91,2.62,513,-34
2003,324,6,15,-4.57,437.5,6.69,2.56,506,-34
2003,324,6,16,-4.42,437.7,6.69,2.56,506,-34
2003,324,6,17,-4.78,435.8,6.68,2.54,509,-34
2003,324,6,18,-4.74,436.3,6.39,2.43,516,-34
2003,324,6,19,-5.07,438.6,6.97,2.68,511,-34
2003,324,6,20,-5.54,439.6,7.31,2.83,507,-34
2003,324,6,21,-5.55,440.2,6.9,2.67,513,-35
2003,324,6,22,-5.74,443.0,7.27,2.85,525,-35
2003,324,6,23,-5.32,443.5,6.37,2.51,533,-35
2003,324,6,24,-5.53,441.9,6.14,2.4,531,-36
2003,324,6,25,-5.71,441.3,6.72,2.62,525,-36
2003,324,6,26,-5.54,441.3,6.71,2.61,540,-36
2003,324,6,27,-5.74,440.6,6.14,2.38,561,-36
2003,324,6,28,-5.75,449.4,7.1,2.87,563,-36
2003,324,6,29,-6.17,450.1,7.1,2.88,556,-36
2003,324,6,30,-5.82,449.9,6.88,2.79,567,-35
2003,324,6,31,-6.38,454.3,7.4,3.05,569,-35
2003,324,6,32,-6.5,447.4,7.32,2.93,574,-35
2003,324,6,33,-6.27,449.5,7.47,3.02,581,-34
2003,324,6,34,-5.65,448.9,6.94,2.8,595,-34
2003,324,6,35,-5.78,455.5,7.32,3.04,581,-34
2003,324,6,36,-4.96,445.3,7.42,2.94,575,-34
2003,324,6,37,-4.7,436.0,7.32,2.78,578,-34
2003,324,6,38,-5.92,442.5,7.62,2.98,583,-34
2003,324,6,39,-5.55,440.5,6.9,2.68,585,-34
2003,324,6,40,-6.17,441.9,6.63,2.59,575,-34
2003,324,6,41,-6.58,443.8,6.94,2.73,553,-33
2003,324,6,42,-6.69,,,,540,-33
2003,324,6,43,-6.85,467.8,7.48,3.27,531,-32
2003,324,6,44,-7.04,466.6,7.17,3.12,506,-32
2003,324,6,45,-6.41,463.5,6.94,2.98,466,-31
2003,324,6,46,-6.45,463.5,6.94,2.98,437,-31
2003,324,6,47,-7.17,455.6,7.25,3.01,436,-30
2003,324,6,48,-7.45,456.2,7.22,3.01,431,-29
2003,324,6,49,-7.36,457.0,7.18,3.0,429,-29
2003,324,6,50,-6.7,464.6,7.98,3.45,467,-29
2003,324,6,51,-6.04,464.6,8.03,3.47,459,-29
2003,324,6,52,-5.64,470.6,6.98,3.09,462,-29
2003,324,6,53,-5.72,470.4,7.27,3.22,486,-28
2003,324,6,54,-6.42,470.2,7.25,3.21,558,-28
2003,324,6,55,-6.07,470.4,7.01,3.1,561,-28
2003,324,6,56,-6.09,470.0,6.83,3.02,595,-29
2003,324,6,57,-5.96,471.7,6.64,2.95,596,-29
2003,324,6,58,-6.0,475.4,7.06,3.19,587,-29
2003,324,6,59,-6.14,473.8,7.18,3.22,577,-29
2003,324,7,0,-5.82,470.9,7.62,3.38,549,-29
2003,324,7,1,-5.3,470.9,7.62,3.38,518,-29
2003,324,7,2,-4.85,467.2,6.77,2.96,530,-30
2003,324,7,3,-6.76,464.8,7.22,3.12,581,-30
2003,324,7,4,-7.35,464.5,7.32,3.16,595,-30
2003,324,7,5,-5.35,460.6,7.47,3.17,593,-31
2003,324,7,6,-4.92,461.2,7.82,3.33,624,-31
2003,324,7,7,-5.41,464.9,9.2,3.98,630,-31
2003,324,7,8,-5.66,465.1,7.98,3.45,613,-31
2003,324,7,9,-5.03,464.6,7.78,3.36,597,-30
2003,324,7,10,-4.82,462.3,7.98,3.41,564,-30
2003,324,7,11,-5.7,463.9,7.86,3.38,502,-30
2003,324,7,12,-4.55,468.8,8.41,3.7,510,-30
2003,324,7,13,-5.13,464.4,8.32,3.59,536,-30
2003,324,7,14,-5.92,468.2,7.5,3.29,552,-30
2003,324,7,15,-5.05,463.3,8.92,3.83,566,-30
2003,324,7,16,-5.83,462.3,8.51,3.64,563,-31
2003,324,7,17,-5.71,462.3,8.5,3.63,572,-31
2003,324,7,18,-5.66,,,,567,-31
2003,324,7,19,-5.99,458.3,10.23,4.3,558,-31
2003,324,7,20,-5.35,458.3,10.23,4.3,555,-31
2003,324,7,21,-1.63,454.2,6.78,2.8,555,-31
2003,324,7,22,-3.7,457.4,7.74,3.24,560,-31
2003,324,7,23,-4.1,457.2,7.58,3.17,556,-32
2003,324,7,24,-4.15,452.3,9.24,3.78,565,-32
2003,324,7,25,-4.21,452.9,9.11,3.74,588,-33
2003,324,7,26,-4.99,452.7,9.2,3.77,598,-33
2003,324,7,27,-5.19,455.1,9.22,3.82,629,-34
2003,324,7,28,-5.28,453.6,8.81,3.63,666,-34
2003,324,7,29,-5.66,454.7,9.1,3.76,678,-33
2003,324,7,30,-5.53,455.4,9.26,3.84,684,-33
2003,324,7,31,-4.78,447.1,9.01,3.6,698,-33
2003,324,7,32,-4.51,447.1,8.98,3.59,699,-33
2003,324,7,33,-5.18,447.3,8.83,3.53,677,-33
2003,324,7,34,-5.38,447.8,8.85,3.55,668,-33
2003,324,7,35,-6.06,449.3,8.42,3.4,578,-33
2003,324,7,36,-6.31,453.8,8.7,3.58,587,-33
2003,324,7,37,-6.66,459.6,8.09,3.42,600,-34
2003,324,7,38,-4.66,,,,632,-35
2003,324,7,39,-4.6,,,,635,-35
2003,324,7,40,-5.14,448.2,8.78,3.53,628,-35
2003,324,7,41,-5.27,458.4,8.62,3.62,628,-36
2003,324,7,42,-5.71,452.4,8.71,3.57,626,-36
2003,324,7,43,-6.11,443.4,8.9,3.5,641,-35
2003,324,7,44,-4.2,466.6,8.34,3.63,653,-35
2003,324,7,45,-3.82,455.2,8.89,3.68,702,-34
2003,324,7,46,-3.7,465.8,8.48,3.68,723,-34
2003,324,7,47,-2.95,,,,729,-34
2003,324,7,48,-4.1,450.5,8.0,3.25,730,-34
2003,324,7,49,-3.99,453.8,7.62,3.14,743,-35
2003,324,7,50,-5.13,453.6,8.88,3.65,769,-35
2003,324,7,51,-6.17,453.4,9.05,3.72,787,-35
2003,324,7,52,-6.48,453.2,9.11,3.74,786,-36
2003,324,7,53,-6.54,451.9,8.46,3.46,782,-36
2003,324,7,54,-6.78,,,,770,-36
2003,324,7,55,-7.41,,,,756,-37
2003,324,7,56,-7.77,452.0,8.77,3.58,734,-37
2003,324,7,57,-7.67,453.4,8.69,3.57,716,-37
2003,324,7,58,-7.72,456.0,8.69,3.61,661,-38
2003,324,7,59,-7.73,459.7,8.77,3.71,615,-39
2003,324,8,0,-7.43,,,,620,-39
2003,324,8,1,-6.19,453.1,8.0,3.28,608,-40
2003,324,8,2,-5.75,457.7,8.08,3.39,597,-41
2003,324,8,3,-5.89,450.5,7.8,3.17,715,-37
2003,324,8,4,-5.64,444.2,8.73,3.45,856,-12
2003,324,8,5,-6.09,444.4,8.78,3.47,1060,5
2003,324,8,6,-4.56,546.3,14.21,8.48,1089,8
2003,324,8,7,-5.08,526.4,13.8,7.65,1153,3
2003,324,8,8,-2.09,592.2,20.38,14.29,1041,-2
2003,324,8,9,-5.52,560.4,17.82,11.19,1070,-4
2003,324,8,10,-14.87,551.5,15.51,9.43,2526,-3
2003,324,8,11,-7.59,600.6,17.06,12.31,2428,0
2003,324,8,12,2.26,516.1,11.16,5.95,2053,1
2003,324,8,13,1.98,527.2,13.19,7.33,1638,-2
2003,324,8,14,-4.35,501.1,8.1,4.07,1683,-7
2003,324,8,15,-4.46,580.7,12.71,8.57,1884,-12
2003,324,8,16,-6.6,618.5,17.31,13.24,2042,-14
2003,324,8,17,-4.32,542.2,11.69,6.87,1897,-15
2003,324,8,18,1.14,615.0,11.86,8.97,1680,-15
2003,324,8,19,2.58,573.8,9.31,6.13,1459,-17
2003,324,8,20,4.52,488.8,6.6,3.15,1515,-23
2003,324,8,21,3.28,641.6,9.31,7.66,1212,-25
2003,324,8,22,1.49,628.5,10.39,8.21,1089,-26
2003,324,8,23,0.56,517.1,8.21,4.39,859,-24
2003,324,8,24,-1.49,520.4,7.01,3.8,906,-24
2003,324,8,25,-4.86,630.8,10.52,8.37,1250,-25
2003,324,8,26,-5.07,631.5,10.52,8.39,1262,-27
2003,324,8,27,-5.28,524.4,7.61,4.19,1329,-28
2003,324,8,28,-3.9,634.1,10.83,8.71,1480,-29
2003,324,8,29,-4.74,571.8,9.24,6.04,1711,-31
2003,324,8,30,-5.73,451.1,6.51,2.65,1969,-31
2003,324,8,31,-8.22,600.6,9.74,7.03,1358,-30
2003,324,8,32,-8.56,666.6,11.05,9.82,1096,-31
2003,324,8,33,-9.34,527.4,7.69,4.28,1003,-31
2003,324,8,34,-6.86,661.7,10.18,8.91,1022,-31
2003,324,8,35,-8.88,683.2,11.47,10.71,970,-31
2003,324,8,36,-9.55,628.1,10.35,8.17,1036,-30
2003,324,8,37,-9.29,630.0,10.92,8.67,931,-30
2003,324,8,38,-10.97,702.9,12.83,12.68,802,-29
2003,324,8,39,-6.72,702.0,12.58,12.4,696,-29
2003,324,8,40,-5.67,717.6,13.91,14.33,732,-27
2003,324,8,41,-7.88,722.8,14.33,14.97,787,-24
2003,324,8,42,-7.06,731.7,14.95,16.01,971,-22
2003,324,8,43,-2.81,,,,1041,-21
2003,324,8,44,-9.24,719.5,14.37,14.88,1110,-22
2003,324,8,45,-9.54,718.4,14.51,14.98,1113,-22
2003,324,8,46,-7.63,710.5,14.6,14.74,1115,-24
2003,324,8,47,-5.18,723.0,14.23,14.88,1186,-25
2003,324,8,48,-6.74,734.5,14.08,15.19,997,-26
2003,324,8,49,-10.77,749.2,11.69,13.12,1160,-26
2003,324,8,50,-11.96,753.4,12.1,13.74,1245,-27
2003,324,8,51,-13.11,755.9,12.34,14.1,1108,-28
2003,324,8,52,-6.2,743.4,12.55,13.87,1000,-29
2003,324,8,53,2.08,693.2,12.89,12.39,961,-32
2003,324,8,54,3.33,674.8,14.11,12.85,978,-34
2003,324,8,55,3.08,671.7,13.99,12.62,939,-35
2003,324,8,56,2.08,671.9,14.07,12.7,908,-35
2003,324,8,57,1.16,690.8,14.12,13.48,958,-34
2003,324,8,58,0.69,693.0,13.94,13.39,1179,-31
2003,324,8,59,0.07,700.5,13.3,13.05,1131,-32
2003,324,9,0,-1.07,703.4,13.53,13.39,1164,-32
2003,324,9,1,-0.86,703.5,13.19,13.06,1094,-33
2003,324,9,2,-0.62,696.9,13.79,13.39,1129,-34
2003,324,9,3,-0.97,691.4,13.35,12.76,1026,-36
2003,324,9,4,-0.26,688.7,13.56,12.86,979,-36
2003,324,9,5,-1.09,693.0,13.71,13.17,1007,-38
2003,324,9,6,1.41,696.1,13.69,13.27,986,-38
2003,324,9,7,1.49,696.6,13.69,13.29,978,-40
2003,324,9,8,-1.73,686.4,13.16,12.4,934,-41
2003,324,9,9,-3.6,696.8,17.1,16.61,933,-40
2003,324,9,10,-3.46,700.1,18.52,18.15,975,-34
2003,324,9,11,-3.02,700.1,18.52,18.15,1035,-30
2003,324,9,12,-7.08,705.5,18.91,18.82,1090,-32
2003,324,9,13,-11.82,706.3,18.65,18.61,1118,-34
2003,324,9,14,-9.76,710.9,18.49,18.69,1030,-34
2003,324,9,15,-11.18,715.4,19.39,19.85,997,-34
2003,324,9,16,-4.66,703.8,21.27,21.07,1015,-33
2003,324,9,17,-5.1,697.7,21.37,20.81,1063,-32
2003,324,9,18,-9.78,698.0,19.85,19.34,1115,-32
2003,324,9,19,-11.05,700.1,22.69,22.24,1237,-32
2003,324,9,20,-14.96,704.6,19.7,19.56,1468,-29
2003,324,9,21,-17.21,705.2,19.71,19.6,1528,-28
2003,324,9,22,-16.91,704.2,23.7,23.51,1331,-28
2003,324,9,23,-13.9,703.4,23.26,23.02,1287,-29
2003,324,9,24,-15.33,704.1,22.61,22.42,1229,-30
