1	-1.1
2	-0.81
3	-0.55
4	-0.56
5	-0.21
6	-0.2
7	-0.25
8	-0.33
9	-0.27
10	0.18
11	0.54
12	0.83
13	1.12
14	1.41
15	1.7
16	1.74
17	1.74
18	1.335
19	0.93
20	0.525
21	0.12
22	-0.285
23	-0.69
24	-0.66
25	-1.15
26	-1.08
27	-0.5
28	-0.26
29	0.39
30	0.44
31	-0.18
32	-0.26
33	0.25
34	0.47
35	0.54
36	0.73
37	-0.63
38	-1.63
39	-1.79
40	-1.95
41	-2.56
42	-2.67
43	-2.86
44	-2.75
45	-2.89
46	-2.91
47	-1.84
48	-2.024285714
49	-2.208571429
50	-2.392857143
51	-2.577142857
52	-2.761428571
53	-2.945714286
54	-3.13
55	-2.44
56	-3.2
57	-2.82
58	-2.27
59	-2.86
60	-3.02
61	-2.48
62	-2.68
63	-2.79
64	-2.48
65	-2.27
66	-2.33
67	-1.9
68	-1.65
69	-1.77
70	-2.16
71	-2.2
72	-2.48
73	-2.66
74	-2.59
75	-2.48
76	-2.41
77	-2.38
78	-2.41
79	-2.3
80	-2.14
81	-1.98
82	-2.07
83	-1.94
84	-2.2
85	-2.17
86	-2.11
87	-2.24
88	-2.06
89	-1.76
90	-1.99
91	-2.15
92	-1.72
93	-1.53
94	-1.48
95	-1.24
96	-1.92
97	-1.75
98	-1.41
99	-1.53
100	-1.39
101	-1.42
102	-1.39
103	-1.29
104	-1.1
105	-1.22
106	-1.11
107	-1.08
108	-1.16
109	-1.06
110	-0.85
111	-1
112	-1.49
113	-1.37
114	-1.59
115	-1.47
116	-1.27
117	-1.42
118	-1.54
119	-1.74
120	-1.54
121	-1.76
122	-2.23
123	-1.6
124	-1.56
125	-1.39
126	-1.44
127	-1.51
128	-1.5
129	-1.58
130	-1.4
131	-1.57
132	-1.65
133	-1.71
134	-1.73
135	-1.79
136	-1.48
137	-1.65
138	-1.62
139	-1.73
140	-1.84
141	-1.93
142	-1.6
143	-1.41
144	-1.61
145	-2.2
146	-2.1
147	-1.99
148	-1.44
149	-1.34
150	-1.26
151	-1.435
152	-1.61
153	-1.57
154	-1.7
155	-2.17
156	-1.88
157	-1.59
158	-1.3
159	-0.64
160	-0.59
161	-0.75
162	-0.52
163	-0.495
164	-0.47
165	-0.53
166	-0.38
167	-0.97
168	-1.41
169	-1.51
170	-1.46
171	-1.8
172	-1.85
173	-1.78
174	-1.79
175	-1.98
176	-1.81
177	-1.57
178	-0.89
179	-1.01
180	-0.88
181	-0.73
182	-0.65
183	-0.38
184	-0.36
185	-0.09
186	0.2
187	0.23
188	0.37
189	0.53
190	0.65
191	-0.81
192	-2.38
193	-2.06
194	-2.15
195	-2.3
196	-2.18
197	-2.18
198	-2.13
199	-1.85
200	-2.39
201	-1.83
202	-1.72
203	-1.55
204	-1.25
205	-1.26
206	-1.31
207	-1.15
208	-1.1
209	-0.86
210	-0.7
211	-0.725
212	-0.75
213	-0.65
214	-0.62
215	-0.61
216	-0.7
217	-0.59
218	-0.74
219	-0.73
220	-0.33
221	-0.04
222	-0.09
223	-0.06
224	0.01
225	0.08
226	-0.06
227	-0.17
228	-0.04
229	-0.19
230	-0.08
231	0.08
232	0.07
233	0.14
234	0.12
235	0.03
236	0.09
237	0.21
238	0.33
239	0.45
240	-0.32
241	-0.13
242	-0.68
